"projectRcn","projectID","projectAcronym","role","id","name","shortName","activityType","endOfParticipation","ecContribution","country","street","city","postCode","organizationUrl","vatNumber","contactForm","contactType","contactTitle","contactFirstNames","contactLastNames","contactFunction","contactTelephoneNumber","contactFaxNumber"
57191,"IST-1999-21022","RIMM","coordinator",,"UNIVERSITY OF YORK",,,,,"UK","HESLINGTON HALL","YORK","YO10 5DD",,,,,,,,,,
56919,"IST-2000-26224","BEEP","participant",,"EMPIRICA GESELLSCHAFT FUER KOMMUNIKATIONS- UND TECHNOLOGIEFORSCHUNG MBH",,,,,"DE","OXFORDSTRASSE 2","BONN",53111,,,,,,,,,,
56919,"IST-2000-26224","BEEP","participant",,"MARTECH INTERNATIONAL",,,,,"BE","AVENUE DU BOSQUET 24","RIXENSART (GENVAL)",1332,,,,,,,,,,
56919,"IST-2000-26224","BEEP","coordinator",,"DANISH TECHNOLOGICAL INSTITUTE",,,,,"DK","GREGERSENSVEJ","TAASTRUP",2630,,,,,,,,,,
56919,"IST-2000-26224","BEEP","participant",,"CZECH UNIVERSITY OF AGRICULTURE",,,,,"CZ","KAMYCKA 129"," PRAGUE 6 - SUCHDOL","PRAHA","165 21",,,,,,,,,
56919,"IST-2000-26224","BEEP","participant",,"NET-U CONSULTANTS LTD",,,,,"CY","SAMICO BUILDING"," 29 STASSICRATOUS STR.","NICOSIA",2082,,,,,,,,,
56919,"IST-2000-26224","BEEP","participant",,"VILNIUS GEDIMINAS TECHNICAL UNIVERSITY","VGTU",,,,"LT","SAULETEKIO AL 11","VILNIUS",,,,,,,,,,,
56919,"IST-2000-26224","BEEP","participant",,"ASM - CENTRUM BADAN I ANALIZ RYNKU SP. Z.O.O.",,,,,"PL","GRUNWALDZKA 5","KUNTO","99-301",,,,,,,,,,
56919,"IST-2000-26224","BEEP","participant",,"STICHTING RAND EUROPE",,,,,"NL","NEWTONWEG 1","LEIDEN","2333 CP",,,,,,,,,,
56919,"IST-2000-26224","BEEP","participant",,"TELEFONICA INVESTIGACION Y DESARROLLO SA",,,,,"ES","CALLE EMILIO VARGAS 6","MADRID",28043,,,,,,,,,,
56919,"IST-2000-26224","BEEP","participant",,"CENTRUL DE SOCIOLOGIE URBANA SI REGIONALA CURS-SA",,,,,"RO","TUDOR ARGHEZI"," NO.21","BUCHAREST",70132,,,,,,,,,
56919,"IST-2000-26224","BEEP","participant",,"FACULTY OF ECONOMICS"," TECHNICAL UNIVERSITY OF KOSICE",,,,,"SK","B. NEMCOVEJ 32","KOSICE",4001,,,,,,,,,
56919,"IST-2000-26224","BEEP","participant",,"A.L.P. PECA PODJETJE ZA RAZVOJ IN TRZENJE PRODUKTOV MEZISKE DOLINE D.O.O.",,,,,"SI","CENTER 23","CRNA NA KOROSKEM",2393,,,,,,,,,,
56919,"IST-2000-26224","BEEP","participant",,"TREBAG VAGYON- ES PROJEKTMENEDZSER KORLATOLT FELELOSSEGU TARSASAG",,,,,"HU","PUSKAS TIVADAR U. 6.","NAGYKOVACSI",2094,,,,,,,,,,
56919,"IST-2000-26224","BEEP","participant",,"STEPPINGSTONES EUROPE LTD",,,,,"UK","198-200 BALHAM HIGH ROAD"," BALHAM","LONDON","SW12 9BP",,,,,,,,,
56919,"IST-2000-26224","BEEP","participant",,"NOMISMA - SOCIETA DI STUDI ECONOMICI SPA",,,,,"IT","STRADA MAGGIORE 44","BOLOGNA",40125,,,,,,,,,,
56919,"IST-2000-26224","BEEP","participant",,"BULGARIAN ACADEMY OF SCIENCES",,,,,"BG","15 NOVEMBER STREET 1","SOFIA",1000,,,,,,,,,,
56989,"G5ST-CT-2000-50056","SPARKGLASS","participant",,"CIA IBERICA PANALES SINTETICOS S.A.",,,,,"ES","Crta. de Naquera 100","MASAMAGRELL",46130,,,,,,,,,,
56989,"G5ST-CT-2000-50056","SPARKGLASS","participant",,"AGF ELECTRONICS SRL",,,,,"IT","Viale Mazzini 9","ALBIZZATE",21041,,,,,,,,,,
56989,"G5ST-CT-2000-50056","SPARKGLASS","coordinator",,"INGENIERIA E INDUSTRIAS BIOENERGETICAS S.L.",,,,,"ES","Avenida de Espana 105","IBIZA",7800,,,,,,,,,,
56989,"G5ST-CT-2000-50056","SPARKGLASS","participant",,"LABOR S.R.L.","Labor",,,,"IT","via della Scrofa 117","ROMA",,,,,,,,,,,
56989,"G5ST-CT-2000-50056","SPARKGLASS","participant",,"S.G.G. DI RESTAGNO"," TRIMBOLI"," VEZZOLA & C S.N.C.",,,,,"IT","Piazza della Vittoria 24","CAIRO MONTENOTTE",,"http://www.sgg.infoplus.gare.it",,,,,,,
56989,"G5ST-CT-2000-50056","SPARKGLASS","participant",,"FUNDACION CENTRO NACIONAL DEL VIDRIO",,,,,"ES","Paseo del Pocillo",1,"LA GRANJA SAN ILDEFONSO",40100,,,,,,,,,
56989,"G5ST-CT-2000-50056","SPARKGLASS","participant",,"ELEKTROANLAGENBAU HELMUT WEIDNER GMBH",,,,,"DE","Steinstrasse 12","OHRDRUF",99885,,,,,,,,,,
56900,"IST-1999-10913","SAFEAIR","participant",,"KURATORIUM OFFIS E. V.",,,,,"DE","ESCHERWEG 2","OLDENBURG",26121,"http://www.offis.de/",,,,,,,,,
56900,"IST-1999-10913","SAFEAIR","participant",,"SIEMENS AKTIENGESELLSCHAFT",,,,,"DE","WITTELSBACHERPLATZ 2","MUENCHEN",80333,,,,,,,,,,
56900,"IST-1999-10913","SAFEAIR","coordinator",,"SNECMA MOTEURS",,,,,"FR","2 BD DU GENERAL MARTIAL VALIN","PARIS 15",75015,,,,,,,,,,
56900,"IST-1999-10913","SAFEAIR","participant",,"AIRBUS FRANCE",,,,,"FR",316," ROUTE DE BAYONNE","TOULOUSE",31060,,,,,,,,,
56900,"IST-1999-10913","SAFEAIR","participant",,"INSTITUT NATIONAL DE RECHERCHE EN INFORMATIQUE ET EN AUTOMATIQUE",,,,,"FR","DOMAINE DE VOLUCEAU","LE CHESNAY",78153,,,,,,,,,,
56900,"IST-1999-10913","SAFEAIR","participant",,"THE WEIZMANN INSTITUTE OF SCIENCE",,,,,"IL","HERZEL STREET 2","REHOVOT",76100,,,,,,,,,,
56900,"IST-1999-10913","SAFEAIR","participant",,"TECHNIQUES NOUVELLES D'INFORMATIQUE SA BREST",,,,,"FR","120 RUE RENE DESCARTES"," TECHNOPOLE BREST IROISE"," SITE DE LA","BREST",29608,,,,,,,,
56900,"IST-1999-10913","SAFEAIR","participant",,"AIRBUS DEUTSCHLAND GMBH",,,,,"DE","KREETSLAG 10","HAMBURG",21129,,,,,,,,,,
56900,"IST-1999-10913","SAFEAIR","participant",,"ISRAEL AIRCRAFT INDUSTRIES LIMITED",,,,,"IL",,"BEN GURION INTERNATIONAL AIRPORT",70100,,,,,,,,,,
56900,"IST-1999-10913","SAFEAIR","participant",,"I-LOGIX ISRAEL LTD",,,,,"IL","KIRYAT WEIZMANN - SCIENCE BASED PARK","REHOVOT",76327,,,,,,,,,,
56900,"IST-1999-10913","SAFEAIR","participant",,"TELELOGIC TECHNOLOGIES TOULOUSE S.A.",,,,,"FR","150 RUE NICOLAS VAUQUELIN"," IMMEUBLE EUROPOLIS","TOULOUSE",31100,,,,,,,,,
57389,"HPSE-CT-2001-00049","LEARNPARTNER","coordinator",,"NATIONAL INSTITUTE FOR WORKING LIFE",,,,,"SE","Warfvinges vaeg 25","STOCKHOLM","112 79",,,,,,,,,,
57389,"HPSE-CT-2001-00049","LEARNPARTNER","participant",,"FUNDACION 1 DE MAYO - CEISI CENTRO DE ESTUDIOS E INVESTIGACIONES SOCIALES DE LA INDUSTRIA",,,,,"ES","C/ Arenal N 11","MADRID",28013,,,,,,,,,,
57389,"HPSE-CT-2001-00049","LEARNPARTNER","participant",,"FAFO INSTITUTE FOR APPLIED SOCIAL SCIENCE",,,,,"NO","Borggata 2 B","OSLO",608,,,,,,,,,,
57389,"HPSE-CT-2001-00049","LEARNPARTNER","participant",,"TIETOPALVELU KAEYTTOETIETO OY",,,,,"FI","Liisankatu 16 D","HELSINKI",170,,,,,,,,,,
57389,"HPSE-CT-2001-00049","LEARNPARTNER","participant",,"SOZIALFORSCHUNGSSTELLE DORTMUND"," LANDESINSTITUT",,,,,"DE","Evinger Platz","DORTMUND",44339,,,,,,,,,
57389,"HPSE-CT-2001-00049","LEARNPARTNER","participant",,"STEEL PARTNERSHIP TRAINING LTD",,,,,"UK","Swinton House"," 324 Grays Inn Road","LONDON","WC1X 8DH",,,,,,,,,
57389,"HPSE-CT-2001-00049","LEARNPARTNER","participant",,"TALENTIS",,,,,"NL","Aloysiuslaan 21","VUGHT","5262 AH",,,,,,,,,,
57106,"IST-1999-12070","TRUST","participant",,"KING'S COLLEGE LONDON",,,,,"UK","STRAND","LONDON","WC2R 2LS",,,,,,,,,,
57106,"IST-1999-12070","TRUST","participant",,"UNIVERSITY OF BRISTOL",,,,,"UK","SENATE HOUSE"," TYNDALL AVENUE","BRISTOL","BS8 1TH",,,,,,,,,
57106,"IST-1999-12070","TRUST","participant",,"MOTOROLA LIMITED",,,,,"UK","JAYS CLOSE"," VIABLES INDUSTRIAL ESTATE","BASINGSTOKE HANTS","RG22 4PD",,,,,,,,,
57106,"IST-1999-12070","TRUST","participant",,"TOSHIBA RESEARCH EUROPE LIMITED","TRL",,,,"UK","260 CAMBRIDGE SCIENCE PARK"," MILTON ROAD","CAMBRIDGE","CB4 0WE",,,,,,,,,
57106,"IST-1999-12070","TRUST","participant",,"UNIVERSITY OF SOUTHAMPTON",,,,,"UK","HIGHFIELD","SOUTHAMPTON","SO17 1BJ",,,,,,,,,,
57106,"IST-1999-12070","TRUST","participant",,"ROBERT BOSCH GMBH",,,,,"DE","ROBERT-BOSCH-PLATZ1","GERLINGEN-SCHILLERHOEHE",70839,,,,,,,,,,
57106,"IST-1999-12070","TRUST","participant",,"PANASONIC R&D CENTER GERMANY GMBH",,,,,"DE","MONZASTRASSE 4C","LANGEN",63225,,,,,,,,,,
57106,"IST-1999-12070","TRUST","participant",,"CENTRE SUISSE D'ELECTRONIQUE ET DE MICROTECHNIQUE SA - RECHERCHE ET DEVELOPPEMENT",,,,,"CH","RUE JAQUET-DROZ 1","NEUCHATEL",2007,,,,,,,,,,
57106,"IST-1999-12070","TRUST","participant",,"FRANCE TELECOM",,,,,"FR","6 PLACE D'ALLERAY","PARIS 15",75505,,,,,,,,,,
57106,"IST-1999-12070","TRUST","participant",,"TELEFONICA INVESTIGACION Y DESARROLLO SA",,,,,"ES","CALLE EMILIO VARGAS 6","MADRID",28043,,,,,,,,,,
57106,"IST-1999-12070","TRUST","participant",,"TTI NORTE"," S.L.",,,,,"ES","CL GENERAL CASTANEDA 5","TORRELAVAGA",39300,,,,,,,,,
57106,"IST-1999-12070","TRUST","coordinator",,"SIEMENS AKTIENGESELLSCHAFT",,,,,"DE","WITTELSBACHERPLATZ 2","MUENCHEN",80333,,,,,,,,,,
52957,"ICA2-CT-2000-90002","EX-URSS-2000","coordinator",,"INTERNATIONAL ASSOCIATION FOR PROMOTION OF COOPERATION WITH SCIENTISTS FROM THE INDEPENDENT STATES OF THE FSU",,,,,"BE","14 A","Avenue des Arts 58","BRUXELLES",1000,,,,,,,,,
57185,"IST-1999-10357","FORM","participant",,"UNIVERSITY COLLEGE LONDON","UCL",,,,"UK","Gower Street","LONDON",,"http://www.cs.ucl.ac.uk/",,,,,,,,,
57185,"IST-1999-10357","FORM","participant",,"BROADCOM EIREANN RESEARCH LTD.",,,,,"IE","KESTREL HOUSE"," CLANWILLIAM PLACE","DUBLIN",2,,,,,,,,,
57185,"IST-1999-10357","FORM","participant",,"TDC TELE DANMARK A/S",,,,,"DK","TEGLHOLMSGADE","COPENHAGEN C",900,,,,,,,,,,
57185,"IST-1999-10357","FORM","participant",,"KONINKLIJKE KPN NV"," KPN RESEARCH",,,,,"NL","ST. PAULUSSTRAAT 4","LEIDSCHENDAM","2264 XZ",,,,,,,,,
57185,"IST-1999-10357","FORM","participant",,"UH COMMUNICATIONS A/S",,,,,"DK","TELEGRAFVEJ 5","BALLERUP",2750,,,,,,,,,,
57185,"IST-1999-10357","FORM","participant",,"THE PROVOST FELLOWS AND SCHOLARS OF THE COLLEGE OF THE HOLY AND UNDIVIDED TRINITY OF QUEEN ELIZABETH NEAR DUBLIN",,,,,"IE","COLLEGE GREEN","DUBLIN",2,,,,,,,,,,
57185,"IST-1999-10357","FORM","participant",,"FRAUNHOFER GESELLSCHAFT ZUR FOERDERUNG DER ANGEWANDTEN FORSCHUNG E.V.",,,,,"DE","HANSASTRASSE 27C","MUENCHEN",80686,,,,,,,,,,
57185,"IST-1999-10357","FORM","participant",,"WATERFORD INSTITUTE OF TECHNOLOGY",,,,,"IE","CORK ROAD","WATERFORD",,,,,,,,,,,
57185,"IST-1999-10357","FORM","participant",,"L.M. ERICSSON A/S",,,,,"DK","SLUSEHOLMEN 8","COPENHAGEN",1790,,,,,,,,,,
57185,"IST-1999-10357","FORM","participant",,"DELTA DANISH ELECTRONICS"," LIGHT & ACOUSTICS",,,,,"DK","VENLIGHEDSVEJ 4","HOERSHOLM",2970,,,,,,,,,
57185,"IST-1999-10357","FORM","coordinator",,"ATOS ORIGIN INTEGRATION",,,,,"FR","LES MIROIRS"," 18 AV D'ALSACE LA DEFENSE 3","COURBEVOIE",92400,,,,,,,,,
57381,"GRD1-CT-2000-25376","MARFUEL","coordinator",,"Norwegian Marine Technology Institute - Marinek",,,,,"NO","Otto Nielsens Vei 10","Trondheim",7450,,,,,,,,,,
57352,"HPSE-CT-2001-60005",,"coordinator",,"N/A",,,,,,,,,,,,,,,,,,
57339,"HPSE-CT-2001-60017",,"participant",,"UNIVERSITY OF FRIBOURG",,,,,"CH","Rte des Bonnesfontaines",11,"FRIBOURG",1700,,,,,,,,,
57339,"HPSE-CT-2001-60017",,"coordinator",,"ASSOCIATION INTERNATIONALE DES SOCIOLOGUES DE LANGUE FRANCAISE",,,,,"FR","Allées Antonio Machado 5"," Universite de Toulouse","TOULOUSE",31058,,,,,,,,,
57227,"EVK1-CT-2000-00060","MANTISSA","participant",,"UNIVERSITY OF ESSEX",,,,,"UK","Wivenhoe Park","COLCHESTER","CO4 3SQ",,,,,,,,,,
57227,"EVK1-CT-2000-00060","MANTISSA","participant",,"POLYTECHNIC OF MILAN",,,,,"IT","Piazza Leonardo da Vinci 32","MILANO",20133,"http://www.elet.polimi.it",,,,,,,,,
57227,"EVK1-CT-2000-00060","MANTISSA","participant",,"UNIVERSITAET HANNOVER",,,,,"DE","Appelstrasse 9 A","HANNOVER",30167,,,,,,,,,,
57227,"EVK1-CT-2000-00060","MANTISSA","coordinator",,"UNIVERSITY OF SALFORD",,,,,"UK","The Crescent","SALFORD","MANCHESTER","M5 4WT",,,,,,,,,
57227,"EVK1-CT-2000-00060","MANTISSA","participant",,"COUNCIL FOR THE CENTRAL LABORATORY OF THE RESEARCH COUNCILS",,,,,"UK","Chilton","Didcot","DIDCOT","HARWELL","CHILTON","OX11 0QX",,,,,,,
57227,"EVK1-CT-2000-00060","MANTISSA","participant",,"EMSCHERGENOSSENSCHAFT","EG",,,,"DE","KRONPRINZENSTRASSE 24","ESSEN",,"http://www.eglv.de",,,,,,,,,
57227,"EVK1-CT-2000-00060","MANTISSA","participant",,"PH-CONSULT APS",,,,,"DK","Ordruphojvej 4","CHARLOTTENLUND",2920,,,,,,,,,,
61120,"IST-2001-32710","U.C.A.N.","participant",,"COMMISSARIAT A L'ENERGIE ATOMIQUE",,,,,"FR","31-33 RUE DE LA FEDERATION","PARIS CEDEX 15",75752,,,,,,,,,,
61120,"IST-2001-32710","U.C.A.N.","participant",,"UNIVERSITA DEGLI STUDI DI ROMA ""LA SAPIENZA""",,,,,"IT","PIAZZALE ALDO MORO 5","ROMA",185,,,,,,,,,,
61120,"IST-2001-32710","U.C.A.N.","participant",,"ADVANCED COMMUNICATION RESEARCH & DEVELOPMENT"," S.A.",,,,,"ES","AVENIDA CALVO SOTELO 23","SANTANDER",39002,,,,,,,,,
61120,"IST-2001-32710","U.C.A.N.","participant",,"UNIVERSIDAD DE CANTABRIA",,,,,"ES","AVENIDA DE LOS CASTROS S/N","CANTABRIA",39005,,,,,,,,,,
61120,"IST-2001-32710","U.C.A.N.","participant",,"MOTOROLA SAS",,,,,"FR","PARC DES ALGORITHMES SAINT AUBIN","GIF SUR YVETTE",91193,,,,,,,,,,
61120,"IST-2001-32710","U.C.A.N.","participant",,"STMICROELECTRONICS N.V."," AMSTERDAM"," THE NETHERLANDS"," SUCCURSALE DE PLAN-LES-OUATES",,,,,"CH","CHEMIN DU CHAMP-DES-FILLES 39","PLAN-LES-OUATES",1228,,,,,,,
61120,"IST-2001-32710","U.C.A.N.","participant",,"THALES COMMUNICATIONS S.A.",,,,,"FR","160 BOULEVARD DE VALMY","COLOMBES",92700,,,,,,,,,,
61120,"IST-2001-32710","U.C.A.N.","coordinator",,"GESELLSCHAFT FUER WISSENS- UND TECHNOLOGIETRANSFER DER TU DRESDEN MBH",,,,,"DE","CHEMNITZER STRASSE 48B","DRESDEN",1187,,,,,,,,,,
61120,"IST-2001-32710","U.C.A.N.","participant",,"FREESCALE HALBLEITER DEUTSCHLAND GMBH",,,,,"DE","SCHATZBOGEN 7","MUENCHEN",81829,,,,,,,,,,
61120,"IST-2001-32710","U.C.A.N.","participant",,"TECHNISCHE UNIVERSITAET DRESDEN",,,,,"DE","HELMHOLTZSTRASSE 10","DRESDEN",1062,,,,,,,,,,
53912,"HPRN-CT-2000-00047",,"participant",,"SWISS FEDERAL INSTITUTE OF TECHNOLOGY LAUSANNE",,,,,"CH",,"LAUSANNE",1015,,,,,,,,,,
53912,"HPRN-CT-2000-00047",,"participant",,"INSTITUT FUER MIKROTECHNIK MAINZ GMBH",,,,,"DE","CARL-ZEISS-STRASSE 18-20","MAINZ",55129,,,,,,,,,,
53912,"HPRN-CT-2000-00047",,"participant",,"UPPSALA UNIVERSITY",,,,,"SE","Villavägen 4D","UPPSALA","752 36",,,,,,,,,,
53912,"HPRN-CT-2000-00047",,"participant",,"UPPSALA UNIVERSITY",,,,,"SE","Thunbergsvägen 5","UPPSALA","751 21",,,,,,,,,,
53912,"HPRN-CT-2000-00047",,"participant",,"CENTRE NATIONAL DE LA RECHERCHE SCIENTIFIQUE",,,,,"FR","Rue Claude Bloch","CAEN",14070,,,,,,,,,,
53912,"HPRN-CT-2000-00047",,"coordinator",,"UPPSALA UNIVERSITY",,,,,"SE","Läderhyddsvägen 1","UPPSALA","751 21",,,,,,,,,,
53912,"HPRN-CT-2000-00047",,"participant",,"PANTECHNIK S.A.",,,,,"FR","Rue A. Kastler 12","CAEN",14000,,,,,,,,,,
57158,"IST-1999-29001","TYPES","participant",,"UNIVERSITA DEGLI STUDI DI TORINO",,,,,"IT","VIA GIUSEPPE VERDI 8","TORINO",10124,,,,,,,,,,
57158,"IST-1999-29001","TYPES","participant",,"UNIWERSYTET WARSZAWSKI",,,,,"PL","KRAKOWSKIE PRZEDMIESCIE 26/28","WARSZAWA","00-927",,,,,,,,,,
57158,"IST-1999-29001","TYPES","participant",,"The University of Edinburgh",,,,,"UK","OLD COLLEGE"," SOUTH BRIDGE","EDINBURGH","EH8 9YL",,,,,,,,,
57158,"IST-1999-29001","TYPES","participant",,"UNIVERSITA DEGLI STUDI DI UDINE",,,,,"IT","VIA PALLADIO 8","UDINE",33100,,,,,,,,,,
57158,"IST-1999-29001","TYPES","participant",,"THE CHANCELLOR"," MASTERS AND SCHOLARS OF THE UNIVERSITY OF CAMBRIDGE",,,,,"UK","THE OLD SCHOOLS"," TRINITY LANE","CAMBRIDGE","CB2 1TS",,,,,,,,
57158,"IST-1999-29001","TYPES","participant",,"THE VICTORIA UNIVERSITY OF MANCHESTER",,,,,"UK","OXFORD ROAD","MANCHESTER","M13 9PL",,,,,,,,,,
57158,"IST-1999-29001","TYPES","participant",,"CHALMERS TEKNISKA HOEGSKOLA AKTIEBOLAG",,,,,"SE",,"GOETEBORG","412 96",,,,,,,,,,
57158,"IST-1999-29001","TYPES","participant",,"STICHTING KATHOLIEKE UNIVERSITEIT",,,,,"NL","GEERT GROOTEPLEIN-NOORD 9","NIJMEGEN","6525 EZ",,,,,,,,,,
57158,"IST-1999-29001","TYPES","participant",,"UNIVERSITE DE PARIS XI PARIS-SUD",,,,,"FR",15," RUE GEORGES CLEMENCEAU","ORSAY CEDEX",91405,,,,,,,,,
57158,"IST-1999-29001","TYPES","participant",,"INSTITUT NATIONAL DE RECHERCHE EN INFORMATIQUE ET EN AUTOMATIQUE",,,,,"FR","DOMAINE DE VOLUCEAU","LE CHESNAY",78153,,,,,,,,,,
57158,"IST-1999-29001","TYPES","coordinator",,"UNIVERSITY OF DURHAM",,,,,"UK","UNIVERSITY OFFICE","DURHAM","DH1 3HP",,,,,,,,,,
57158,"IST-1999-29001","TYPES","participant",,"LUDWIG-MAXIMILIANS-UNIVERSITAET MUENCHEN",,,,,"DE","GESCHWISTER-SCHOLL-PLATZ 1","MUENCHEN",80539,,,,,,,,,,
57158,"IST-1999-29001","TYPES","participant",,"QUEEN MARY AND WESTFIELD COLLEGE"," UNIVERSITY OF LONDON",,,,,"UK","MILE END ROAD","LONDON","E1 4NS",,,,,,,,,
57158,"IST-1999-29001","TYPES","participant",,"TECHNISCHE UNIVERSITAET MUENCHEN",,,,,"DE","ARCISSTRASSE 21","MUENCHEN",80333,,,,,,,,,,
57158,"IST-1999-29001","TYPES","participant",,"UNIVERSITE PARIS 7 DENIS DIDEROT",,,,,"FR","PLACE JUSSIEU 2","PARIS CEDEX 05",75251,,,,,,,,,,
57158,"IST-1999-29001","TYPES","participant",,"UNIWERSYTET W BIALYMSTOKU",,,,,"PL","MARII SKLODOWSKIEJ-CURIE 14","BIALYSTOK",15097,,,,,,,,,,
57158,"IST-1999-29001","TYPES","participant",,"INSTITUT NATIONAL DE RECHERCHE EN INFORMATIQUE ET EN AUTOMATIQUE",,,,,"FR","DOMAINE DE VOLUCEAU","LE CHESNAY",78153,,,,,,,,,,
57073,"HPRP-CT-2001-00003",,"coordinator",,"UNIVERSITY OF LAPLAND",,,,,"FI","POHJOISRANTA 4","ROVANIEMI",96101,,,,,,,,,,
57073,"HPRP-CT-2001-00003",,"participant",,"EXPERIMENTARIUM - CENTER FOR FORMIDLING AF NATURVIDENSKAB OG MODERNE TEKNOLOGI",,,,,"DK","Tuborg Havnevej 7","HELLERUP",2900,,,,,,,,,,
57073,"HPRP-CT-2001-00003",,"participant",,"ANDREAE/HAAG",,,,,"DE","Hasenbuechel 5","OVERATH",51491,,,,,,,,,,
57073,"HPRP-CT-2001-00003",,"participant",,"INSTITUT FINLANDAIS DE PARIS",,,,,"FR","Rue des Ecoles 60","PARIS",75005,,,,,,,,,,
57083,"ICA4-CT-2001-50002",,"participant",,"CENTRO DE ESTUDOS DE CULTURA COMTEMPORANEA",,,,,"BR",64,"Rua Airosa Galvao 64","SAO PAULO","05002-070",,,,,,,,,
57083,"ICA4-CT-2001-50002",,"coordinator",,"SOUTH BANK UNIVERSITY",,,,,"UK","Wandsworth Road 202","LONDON","SW8 2JZ",,,,,,,,,,
57083,"ICA4-CT-2001-50002",,"participant",,"SOUTH AFRICAN MEDICAL RESEARCH COUNCIL",,,,,"ZA","Francie van Zijl Drive","TYGERBERG - CAPE TOWN",7505,,,,,,,,,,
57041,"HPRI-CT-1999-00067","ISIS MUONS","coordinator",,"COUNCIL FOR THE CENTRAL LABORATORY OF THE RESEARCH COUNCILS",,,,,"UK","Rutherford Appleton Laboratory CHILTON","DIDCOT","HARWELL","CHILTON","OX11 0QX",,,,,,,,
57211,"IST-2000-29204","PULMAN","participant",,"AMITIE SRL",,,,,"IT","VIA VAL D'APOSA 3","BOLOGNA",40123,,,,,,,,,,
57211,"IST-2000-29204","PULMAN","participant",,"VERIA CENTRAL PUBLIC LIBRARY",,,,,"EL","ELLIS 8","VERIA",59100,,,,,,,,,,
57211,"IST-2000-29204","PULMAN","participant",,"EUROPEAN BUREAU OF LIBRARY"," INFORMATION AND DOCUMENTATION ASSOCIATIONS",,,,,"NL","PLATINAWEG 10","DEN HAAG","2544 EZ",,,,,,,,,
57211,"IST-2000-29204","PULMAN","coordinator",,"STAD ANTWERPEN",,,,,"BE","GROTE MARKT 1","ANTWERPEN",2000,,,,,,,,,,
57211,"IST-2000-29204","PULMAN","participant",,"HELSINGIN KAUPUNGINKANSLIA/ HELSINGIN KAUPUNGIN KIRJASTO",,,,,"FI","RAUTATIELAEISENKATU 8","HELSINKI",520,,,,,,,,,,
57211,"IST-2000-29204","PULMAN","participant",,"ESSEX COUNTY COUNCIL",,,,,"UK","COUNTY HALL"," DUKE STREET","CHELMSFORD"," ESSEX","CM1 1JZ",,,,,,,,
57211,"IST-2000-29204","PULMAN","participant",,"CAMARA MUNICIPAL DE OEIRAS",,,,,"PT","LARGO MARQUES DE POMBAL","OEIRAS","2780-241",,,,,,,,,,
57211,"IST-2000-29204","PULMAN","participant",,"AARHUS KOMMUNES BIBLIOTEKER (AARHUS MUNICIPAL LIBRARIES)",,,,,"DK","MOELLEGADE 1","AARHUS",8000,,,,,,,,,,
57211,"IST-2000-29204","PULMAN","participant",,"STADTBIBLIOTHEK BREMEN"," EIGENBETRIEB DER STADTGEMEINDE BREMEN",,,,,"DE","FRIEDRICH-EBERT-STRASSE 101-105","BREMEN",28199,,,,,,,,,
57211,"IST-2000-29204","PULMAN","participant",,"DUBLIN CORPORATION",,,,,"IE","CIVIC OFFICES"," WOOD QUAY","DUBLIN",8,,,,,,,,,
57211,"IST-2000-29204","PULMAN","participant",,"MDR PARTNERS",,,,,"UK","11 SANDERS DRIVE","COLCHESTER","CO3 3SE",,,,,,,,,,
57211,"IST-2000-29204","PULMAN","participant",,"KNJIZNICA OTON ZUPANCIC",,,,,"SI","GOSPOSKA ULICA 3","LJUBLJANA",1001,,,,,,,,,,
57211,"IST-2000-29204","PULMAN","participant",,"INTERNATIONAL ASSOCIATION OF MUSIC LIBRARIES"," ARCHIVES AND DOCUMENTATION CENTRES",,,,,"UK","ROYAL COLLEGE OF MUSIC LIBRARY"," PRINCE CONSORT ROAD","LONDON","SW7 2BS",,,,,,,,
57211,"IST-2000-29204","PULMAN","participant",,"BIBLIOTECA JUDETEANA ""OCTAVIAN GOGA"" CLUJ",,,,,"RO","CALEA DOROBANTILOR F.N.","CLUJ NAPOCA",3400,,,,,,,,,,
57211,"IST-2000-29204","PULMAN","participant",,"WOJEWODZKA BIBLIOTEKA PUBLICZNA IM. EMILII SUKERTOWEJ - BIEDRAWINY W. OLSZTYNIE",,,,,"PL","UL. 1 MAJA 5","OLSZTYN","10-117",,,,,,,,,,
57211,"IST-2000-29204","PULMAN","participant",,"STICHTING FOUNDATION RESOURCE CENTRE LIBRARIES FOR PRINT-HANDICAPPED IN DEVELOPING COUNTRIES",,,,,"NL","HUYGENSSTRAAT 9 A","'S-GRAVENHAGE","2515 BD",,,,,,,,,,
57211,"IST-2000-29204","PULMAN","participant",,"THE MANCHESTER METROPOLITAN UNIVERSITY",,,,,"UK","ALL SAINTS BUILDING"," ALL SAINTS","MANCHESTER","M15 6BH",,,,,,,,,
57211,"IST-2000-29204","PULMAN","participant",,"AQUITAINE EUROPE COMMUNICATION",,,,,"FR","CITE MONDIALE"," 23 PARVIS DES CHARTRONS","BORDEAUX",33300,,,,,,,,,
57190,"IST-1999-20600","GLORIA","participant",,"TELECONSULT HOFMANN-WELLENHOF & PARTNER OEG",,,,,"AT","SCHWARZBAUERWEG 3","GRAZ",8043,,,,,,,,,,
57190,"IST-1999-20600","GLORIA","participant",,"DE-CONSULT DEUTSCHE EISENBAHN-CONSULTING GMBH",,,,,"DE","OSKAR-SOMMER-STRASSE 15","FRANKFURT",60591,,,,,,,,,,
