"projectRcn","projectID","projectAcronym","role","id","name","shortName","activityType","endOfParticipation","ecContribution","country","street","city","postCode","organizationUrl","vatNumber","contactForm","contactType","contactTitle","contactFirstNames","contactLastNames","contactFunction","contactTelephoneNumber","contactFaxNumber"
60972,"IST-2000-28567","CONTESSA","participant",,"RESEARCH CENTER OF THE ATHENS UNIVERSITY OF ECONOMICS AND BUSINESS",,,,,"EL",46," KEFALLINIAS STREET","ATHENS",11251,,,,,,,,,
60972,"IST-2000-28567","CONTESSA","participant",,"INESC PORTO - INSTITUTO DE ENGENHARIA DE SISTEMAS E COMPUTADORES DO PORTO",,,,,"PT","CAMPUS DA FEUP"," RUA DR. ROBERTO FRIAS 378","PORTO","4200-465",,,,,,,,,
60972,"IST-2000-28567","CONTESSA","coordinator",,"INTRACOM S.A. HELLENIC TELECOMMUNICATIONS AND ELECTRONICS INDUSTRY",,,,,"EL","ODOS MARKOPOULOU 19","5KM KTIRIO B5 MARK X","PEANIA - ATTIKI",19002,,,,,,,,,
61055,"IST-2000-31118","NESIS","coordinator",,"INFORMER SA COMPUTER INFORMATION SYSTEMS & MANAGEMENT CONSULTING",,,,,"EL","4 AFT. NIKOLAOU STREET","ATHENS",17671,,,,,,,,,,
61055,"IST-2000-31118","NESIS","participant",,"ISTITUTO NAZIONALE DI STATISTICA",,,,,"IT","VIA CESARE BALBO 16","ROMA",184,,,,,,,,,,
61055,"IST-2000-31118","NESIS","participant",,"UNIVERSITA COMMERCIALE ""LUIGI BOCCONI""",,,,,"IT","VIA SARFATTI 25","MILANO",20136,,,,,,,,,,
61055,"IST-2000-31118","NESIS","participant",,"EU QUALIFY - S.R.L.",,,,,"IT","V. DON MINZONI 2","FOSSOMBRONE",61034,,,,,,,,,,
61055,"IST-2000-31118","NESIS","participant",,"EUROPEAN COMMISSION - JOINT RESEARCH CENTRE",,,,,"IT","VIA FERMI 1","ISPRA",21020,,,,,,,,,,
61055,"IST-2000-31118","NESIS","participant",,"CENTRAAL BUREAU VOOR DE STATISTIEK",,,,,"NL","PRINSES BEATRIXLAAN 428","VOORBURG","2270 JM",,,,,,,,,,
61055,"IST-2000-31118","NESIS","participant",,"STATISTICS FINLAND",,,,,"FI","TYOPAJAKATU 13","HELSINKI",22,,,,,,,,,,
61055,"IST-2000-31118","NESIS","participant",,"UNIVERSITY OF BATH",,,,,"UK","CLAVERTON DOWN","BATH","BA2 7AY",,,,,,,,,,
60963,"IST-2000-28459","INVIEW","coordinator",,"IBERMATICA S.A.",,,,,"ES","PASEO MIKELETEGI 5","SAN SEBASTIAN",20009,,,,,,,,,,
60963,"IST-2000-28459","INVIEW","participant",,"INSTITUTO DE INVESTIGACION SOBRE REPARACION DE VEHICULOS"," S.A.",,,,,"ES","CTRA. N-232 KM. 273","PEDROLA (ZARAGOZA)",50690,,,,,,,,,
60963,"IST-2000-28459","INVIEW","participant",,"UNIVERSITAET MAINZ - KLINIKUM",,,,,"DE","LANGENBECKSTRASSE 1","MAINZ",55131,,,,,,,,,,
60963,"IST-2000-28459","INVIEW","participant",,"KATHOLIEKE UNIVERSITEIT LEUVEN",,,,,"BE","OUDE MARKT 13","LEUVEN",3000,,,,,,,,,,
60963,"IST-2000-28459","INVIEW","participant",,"EYETRONICS N.V",,,,,"BE","KAPELDREEF 60","LEUVEN",3001,,,,,,,,,,
60963,"IST-2000-28459","INVIEW","participant",,"LUNDS UNIVERSITET",,,,,"SE","PARADISGATAN 5C","LUND","221 00",,,,,,,,,,
60963,"IST-2000-28459","INVIEW","participant",,"ENAME EXPERTISECENTRUM VOOR ERFGOEDONTSLUITING VZW",,,,,"BE","ABDIJSTRAAT 13-15","OUDENAARDE",9700,,,,,,,,,,
60945,"IST-2000-28103","LOCOPROL","participant",,"TRASYS SA",,,,,"BE","AVENUE ARIANE 7","BRUSSEL",1200,,,,,,,,,,
60945,"IST-2000-28103","LOCOPROL","participant",,"HONEYWELL REGELSYSTEME GMBH",,,,,"DE","HONEYWELLSTRASSE 2-6","MAINTAL",63475,,,,,,,,,,
60945,"IST-2000-28103","LOCOPROL","participant",,"DR. ING. XIWEN ZHANG"," BERATUNG UND PLANUNG IM VERKEHRSWESEN",,,,,"DE","WILHELM-ZIEMONS-STRASSE 45","AACHEN",52078,,,,,,,,,
60945,"IST-2000-28103","LOCOPROL","participant",,"INSTITUT NATIONAL DE RECHERCHE SUR LES TRANSPORTS ET LEUR SECURITE",,,,,"FR",2," AVENUE DU GENERAL MALLERET-JOINVILLE","ARCUEIL",94114,,,,,,,,,
60945,"IST-2000-28103","LOCOPROL","participant",,"EUROPEAN ROAD TRANSPORT TELEMATICS IMPLEMENTATION COORDINATION ORGANISATION S.C.R.L.",,,,,"BE","AVENUE LOUISE 326","BRUSSEL",1050,,,,,,,,,,
60945,"IST-2000-28103","LOCOPROL","participant",,"SOCIETE EXPLOITATION CFTA",,,,,"FR","169 AVENUE GEORGES CLEMENCEAU","NANTERRE",92000,,,,,,,,,,
60945,"IST-2000-28103","LOCOPROL","participant",,"RESEAU FERRE DE FRANCE",,,,,"FR","TOUR PASCAL A","LA DEFENSE CEDEX",92045,,,,,,,,,,
60945,"IST-2000-28103","LOCOPROL","participant",,"ALSTOM TRANSPORT SPA",,,,,"IT","VIA DI CORTICELLA 75","BOLOGNA",40128,,,,,,,,,,
60945,"IST-2000-28103","LOCOPROL","participant",,"NORTHERN JIAOTONG UNIVERSITY",,,,,"CN",3," SHANGYUANCUN"," HAIDIAN DISTRICT","BEIJING",100044,,,,,,,,
60945,"IST-2000-28103","LOCOPROL","participant",,"SOCIETE NATIONALE DES CHEMINS DE FER BELGES - NATIONALE MAATSCHAPPIJ DER BELGISCHE SPOORWEGEN",,,,,"BE","RUE DE FRANCE 85 - FRANKRIJKSTRAAT 85","BRUXELLES - BRUSSEL",1060,,,,,,,,,,
60945,"IST-2000-28103","LOCOPROL","participant",,"SEPTENTRIO NV",,,,,"BE","WILLEMSSTRAAT 7","LEUVEN",3000,,,,,,,,,,
60945,"IST-2000-28103","LOCOPROL","coordinator",,"ALSTOM BELGIUM SA",,,,,"BE","RUE CAMBIER DUPRET 50-52","CHARLEROI",6001,,,,,,,,,,
60340,"ENK6-CT-2001-00519","CISLINE","participant",,"INSTITUTE FOR NEW MATERIALS",,,,,"DE","Im Stadtwald Gebauede 43","SAARBRUECKEN",66123,,,,,,,,,,
60340,"ENK6-CT-2001-00519","CISLINE","participant",,"GENT UNIVERSITY",,,,,"BE",41,"Sint Pietersnieuwstraat 41","GENT",9000,,,,,,,,,
60340,"ENK6-CT-2001-00519","CISLINE","coordinator",,"IST - INSTITUT FUER SOLARTECHNOLOGIEN GMBH",,,,,"DE",1,"Im Technologiepark 7","FRANKFURT (ODER)",15236,,,,,,,,,
60340,"ENK6-CT-2001-00519","CISLINE","participant",,"ENERGY RESEARCH CENTRE OF THE NETHERLANDS",,,,,"NL","Westerduinweg 3","PETTEN","1755 ZG",,,,,,,,,,
60340,"ENK6-CT-2001-00519","CISLINE","participant",,"FREE ENERGY EUROPE SA",,,,,"FR","rue Léon-Droux 2","LENS",62302,,,,,,,,,,
60340,"ENK6-CT-2001-00519","CISLINE","participant",,"HAHN-MEITNER-INSTITUT BERLIN GMBH",,,,,"DE","Glienicker Strasse 100","BERLIN",14109,,,,,,,,,,
60340,"ENK6-CT-2001-00519","CISLINE","participant",,"PGE B.V.",,,,,"NL","Glaslaan",2,"EINDHOVEN","5616 LW",,,,,,,,,
60971,"IST-2000-29583","3D SEARCH","coordinator",,"UMA INFORMATION TECHNOLOGY AG",,,,,"AT","DONAU-CITY-STRASSE 1","WIEN",1220,,,,,,,,,,
60971,"IST-2000-29583","3D SEARCH","participant",,"SIEMENS AKTIENGESELLSCHAFT",,,,,"DE","WITTELSBACHERPLATZ 2","MUENCHEN",80333,,,,,,,,,,
60971,"IST-2000-29583","3D SEARCH","participant",,"""SORA"" OGRIS & HOFINGER OEG",,,,,"AT","GUMPENDORFER STRASSE 5/7","WIEN",1060,,,,,,,,,,
60971,"IST-2000-29583","3D SEARCH","participant",,"OESTERREICHISCHE STUDIENGESELLSCHAFT FUER KYBERNETIK",,,,,"AT","FREYUNG 6/6/7","WIEN",1010,,,,,,,,,,
60836,"IST-1999-12290","RAPSODI","participant",,"EUROPEAN COMMISSION - JOINT RESEARCH CENTRE",,,,,"IT","VIA FERMI 1","ISPRA",21020,,,,,,,,,,
60836,"IST-1999-12290","RAPSODI","participant",,"CENTRE DE DOCUMENTATION DE RECHERCHE ET D'EXPERIMENTATION SUR LES POLLUTIONS ACCIDENTELLES DES EAUX",,,,,"FR","RUE ALAIN COLAS","BREST",20413,,,,,,,,,,
60836,"IST-1999-12290","RAPSODI","participant",,"CONSORCI INSTITUT DE GEOMATICA",,,,,"ES","AV. DEL CANAL OLIMPIC S/N","CASTELLDEFELS",8860,,,,,,,,,,
60836,"IST-1999-12290","RAPSODI","coordinator",,"THALES SYSTEMES AEROPORTES S.A.",,,,,"FR",2," AVENUE GAY-LUSSAC LA CLEF DE SAINT PIERRE","ELANCOURT",78990,,,,,,,,,
60247,"QLG4-CT-2001-02083","ONCOPOOL","participant",,"THE NETHERLANDS CANCER INSTITUTE/ANTONI VAN LEEUWENHOEK HOSPITAL",,,,,"NL",121,"Plesmanlaan 121","AMSTERDAM","1066 CX",,,,,,,,,
60247,"QLG4-CT-2001-02083","ONCOPOOL","coordinator",,"NOTTINGHAM CITY HOSPITAL NHS TRUST",,,,,"UK","Hucknall Road","NOTTINGHAM","NG5 1PB",,,,,,,,,,
60247,"QLG4-CT-2001-02083","ONCOPOOL","participant",,"MALARSJUKHUSET",,,,,"SE",,"ESKILSTUNA",63188,,,,,,,,,,
60247,"QLG4-CT-2001-02083","ONCOPOOL","participant",,"UNIVERSITY OF FLORENCE",,,,,"IT","Viale Morgagni 85","FIRENZE",50134,,,,,,,,,,
60247,"QLG4-CT-2001-02083","ONCOPOOL","participant",,"CARDIFF UNIVERSITY",,,,,"UK","King Edward VII Avenue","CARDIFF","CF10 3XF",,,,,,,,,,
60247,"QLG4-CT-2001-02083","ONCOPOOL","participant",,"UNIVERSITY OF WALES COLLEGE OF MEDICINE",,,,,"UK","Heath Park","CARDIFF","CF14 4SN",,,,,,,,,,
60247,"QLG4-CT-2001-02083","ONCOPOOL","participant",,"SALHGRENSKA UNIVERSITY HOSPITAL",,,,,"SE","SU / Moelndal Hospital","MOLNDAL","431 80",,,,,,,,,,
60247,"QLG4-CT-2001-02083","ONCOPOOL","participant",,"UNIVERSITY OF VIENNA",,,,,"AT","Waehringer Guertel 18-20","WIEN",1090,,,,,,,,,,
60247,"QLG4-CT-2001-02083","ONCOPOOL","participant",,"COPENHAGEN UNIVERSITY HOSPITAL",,,,,"DK","Blegdamsvej 9","KOEPENHAGEN",2700,,,,,,,,,,
60247,"QLG4-CT-2001-02083","ONCOPOOL","participant",,"TAMPERE UNIVERSITY HOSPITAL",,,,,"FI","Teiskontie 35","TAMPERE",33521,,,,,,,,,,
60247,"QLG4-CT-2001-02083","ONCOPOOL","participant",,"INSTITUT CURIE",,,,,"FR","Rue d'Ulm 26","PARIS",75005,,,,,,,,,,
60247,"QLG4-CT-2001-02083","ONCOPOOL","participant",,"MATER MISERICORDIAE HOSPITAL",,,,,"IE","Eccles Street","DUBLIN",7,,,,,,,,,,
60247,"QLG4-CT-2001-02083","ONCOPOOL","participant",,"THE MARIA SKLODOWSKA CURIE MEMORIAL CANCER CENTER AND INSTITUTE OF ONCOLOGY",,,,,"PL","WK Roentgena",5,"WARSZAWA","02-781",,,,,,,,,
60262,"QLK2-CT-2001-00844","ISA","participant",,"UNIVERSITY OF BERGEN",,,,,"NO",55,"Thormoehlensgt. 55","BERGEN",5020,,,,,,,,,
60262,"QLK2-CT-2001-00844","ISA","coordinator",,"University of Stirling",,,,,"UK","University of Stirling","Stirling","FK9 4LA",,,,,,,,,,
60262,"QLK2-CT-2001-00844","ISA","participant",,"DANISH VETERINARY LABORATORY",,,,,"DK",2,"Hangoevej 2","AARHUS C","8200 N",,,,,,,,,
60262,"QLK2-CT-2001-00844","ISA","participant",,"NORWEGIAN SCHOOL OF VETERINARY SCIENCE",,,,,"NO","Ullevaalsveien 72","OSLO",33,,,,,,,,,,
60262,"QLK2-CT-2001-00844","ISA","participant",,"THE SCOTTISH MINISTERS",,,,,"UK","Victoria Road","ABERDEEN","AB11 9DB",,,,,,,,,,
60262,"QLK2-CT-2001-00844","ISA","participant",,"NEW BRUNSWICK RESEARCH AND PRODUCTIVITY COUNCIL",,,,,"CA","College Hill Road 921","FREDERICTON","E3B 6Z9",,,,,,,,,,
60356,"EVG1-CT-2001-00048","SIBERIA-II","participant",,"POTSDAM INSTITUTE FOR CLIMATE IMPACT RESEARCH",,,,,"DE","Telegrafenberg Haus C4","POTSDAM",14412,,,,,,,,,,
60356,"EVG1-CT-2001-00048","SIBERIA-II","participant",,"UNIVERSITY OF WALES SWANSEA",,,,,"UK","Singleton Park","SWANSEA",,"http://www.swansea.ac.uk",,,,,,,,,
60356,"EVG1-CT-2001-00048","SIBERIA-II","participant",,"GAMMA REMOTE SENSING RESEARCH AND CONSULTING AG",,,,,"CH",130,"Thunstrasse 130","MURI B. BERN",3074,,,,,,,,,
60356,"EVG1-CT-2001-00048","SIBERIA-II","participant",,"GERMAN AEROSPACE CENTRE",,,,,"DE",20,"Muenchner Strasse 20","KOELN",51147,,,,,,,,,
60356,"EVG1-CT-2001-00048","SIBERIA-II","participant",,"UNIVERSITE PAUL SABATIER DE TOULOUSE III",,,,,"FR",18,"Avenue Edouard Belin 18","TOULOUSE",31401,,,,,,,,,
60356,"EVG1-CT-2001-00048","SIBERIA-II","participant",,"IRKUTSK COMMITTEE ON NATURAL RESSOURCES",,,,,"RU","Gorky Street 31","IRKUTSK",664011,,,,,,,,,,
60356,"EVG1-CT-2001-00048","SIBERIA-II","participant",,"DOKUCHAEV SOIL INSTITUTE",,,,,"RU","Pyshevsky line 7","MOSCOW",109017,,,,,,,,,,
60356,"EVG1-CT-2001-00048","SIBERIA-II","participant",,"UNIVERSITY OF SHEFFIELD",,,,,"UK","Hounsfield Road Hicks Building","SHEFFIELD","S3 7RH",,,,,,,,,,
60356,"EVG1-CT-2001-00048","SIBERIA-II","participant",,"NATURAL ENVIRONMENT RESEARCH COUNCIL",,,,,"UK","Hill of Brathens","BANCHORY(KINCARDINSHIRE)","AB31 4BW",,,,,,,,,,
60356,"EVG1-CT-2001-00048","SIBERIA-II","participant",,"INSTITUTE OF ATMOSPHERIC OPTICS OF THE RUSSIAN ACADEMY OF SCIENCES",,,,,"RU","Akademicheskii Avenue 1","TOMSK",634055,,,,,,,,,,
60356,"EVG1-CT-2001-00048","SIBERIA-II","coordinator",,"FRIEDRICH-SCHILLER-UNIVERSITAET JENA",,,,,"DE","Loebdergraben 32","JENA",7743,,,,,,,,,,
60356,"EVG1-CT-2001-00048","SIBERIA-II","participant",,"INTERNATIONAL INSTITUTE FOR APPLIED SYSTEM ANALYSIS",,,,,"AT","Schlossplatz 1","LAXENBURG",2361,,,,,,,,,,
60356,"EVG1-CT-2001-00048","SIBERIA-II","participant",,"V.N. SUKACHEV INSTITUTE OF FOREST - RUSSIAN ACADEMY OF SCIENCES (SIBERIAN BRANCH)",,,,,"RU","Akademgorodok","KRASNOYARSK",660036,,,,,,,,,,
60659,"IST-1999-20188","EUTIST-IMV","participant",,"UNIVERSITA DEGLI STUDI DI FIRENZE",,,,,"IT","PIAZZA SAN MARCO 4","FIRENZE",50121,,,,,,,,,,
60659,"IST-1999-20188","EUTIST-IMV","coordinator",,"THE UNIVERSITY OF EDINBURGH","UEDIN",,,,"UK","OLD COLLEGE"," SOUTH BRIDGE","EDINBURGH",,,,,,,,,,
60659,"IST-1999-20188","EUTIST-IMV","participant",,"WRC P.L.C.",,,,,"UK","FRANKLAND ROAD","SWINDON","SN5 8YF",,,,,,,,,,
60659,"IST-1999-20188","EUTIST-IMV","participant",,"GESELLSCHAFT FUER FERTIGUNGSTECHNIK UND ENTWICKLUNG E.V.",,,,,"DE","AM BAD","SCHMALKALDEN",98574,,,,,,,,,,
60659,"IST-1999-20188","EUTIST-IMV","participant",,"TALLERES DUMAR S.A.",,,,,"ES","WIFREDO 794-796","BADALONA",8918,,,,,,,,,,
60659,"IST-1999-20188","EUTIST-IMV","participant",,"SHELBOX S.R.L.",,,,,"IT","VIA DELLE CITTA 220","CERTALDO (FI)",50052,,,,,,,,,,
60659,"IST-1999-20188","EUTIST-IMV","participant",,"EQUIPAR - INDUSTRIA DE CORTICA LDA",,,,,"PT","ZONA INDUSTRIAL DO MONTE DA BARCA","CORUCHE","2104-909",,,,,,,,,,
60659,"IST-1999-20188","EUTIST-IMV","participant",,"METSO PAPER AUTOMATION OY",,,,,"FI","LENTOKENTANKATU 11","TAMPERE",33101,,,,,,,,,,
60659,"IST-1999-20188","EUTIST-IMV","participant",,"SPECIAL ELECTRONIC DESIGN - S.R.L.",,,,,"IT","VIA UMBRIA 27","CERTALDO (FI)",50052,,,,,,,,,,
60659,"IST-1999-20188","EUTIST-IMV","participant",,"RAUNION SAHA OY",,,,,"FI","MYLLYKYLAENTIE 42","KOSKI",31500,,,,,,,,,,
60659,"IST-1999-20188","EUTIST-IMV","participant",,"SR-INSTRUMENTS OY",,,,,"FI","KAIKUTIE 1","SODANKYLAE",99600,,,,,,,,,,
60659,"IST-1999-20188","EUTIST-IMV","participant",,"FRANTSCHACH PULP & PAPER A.S.",,,,,"CZ","LITOMERICKA 272","STETI","411 01",,,,,,,,,,
60659,"IST-1999-20188","EUTIST-IMV","participant",,"METSO PAPER OY",,,,,"FI",,"JYVASKYLA",40101,,,,,,,,,,
60659,"IST-1999-20188","EUTIST-IMV","participant",,"INVERS OY",,,,,"FI","TAEHTELAENTIE 54 A","SODANKYLAE",99600,,,,,,,,,,
60659,"IST-1999-20188","EUTIST-IMV","participant",,"RICH XIBERTA S.A",,,,,"ES",,"CALDES DE MALAVELLA",17455,,,,,,,,,,
60659,"IST-1999-20188","EUTIST-IMV","participant",,"CENTRO DE VISION POR COMPUTADOR",,,,,"ES","EDIFICIO CAMPUS UAB","BELLATERRA (CERDANYOLA DEL VALLES)",8193,,,,,,,,,,
60659,"IST-1999-20188","EUTIST-IMV","participant",,"CSAI S.R.L.",,,,,"IT","VIA DEL LAVORO 8/L/1","QUARTO INFERIORE",40050,,,,,,,,,,
60659,"IST-1999-20188","EUTIST-IMV","participant",,"ZENTRUM FUER BILD UND SIGNALVERARBEITUNG EV",,,,,"DE","EHRENBERGSTRASSE 11","ILMENAU",98693,,,,,,,,,,
60659,"IST-1999-20188","EUTIST-IMV","participant",,"GLAVERBEL ITALY S.R.L",,,,,"IT","VIA DEL CARPINE 9","ROCCASECCA-FROSINONE",3038,,,,,,,,,,
60659,"IST-1999-20188","EUTIST-IMV","participant",,"JENOPTIK LASER"," OPTIK"," SYSTEME GMBH",,,,,"DE","GOESCHWITZER STRASSE 25","JENA",7745,,,,,,,,
60659,"IST-1999-20188","EUTIST-IMV","participant",,"INTERNATIONAL CONSULTING BUREAUX - RELIABILITY IN ELECTRONICS * MATERIALS * PACKAGING * STATISTICS",,,,,"DE","MORITZ-VON-ROHR STRASSE 1A","JENA",7745,,,,,,,,,,
60659,"IST-1999-20188","EUTIST-IMV","participant",,"OY EKSPANSIO ENGINEERING LTD",,,,,"FI","LINTULAMMENKATU 6","KERAVA",4250,,,,,,,,,,
60659,"IST-1999-20188","EUTIST-IMV","participant",,"PRAZSKE VODOVODY A KANALIZACE A.S.",,,,,"CZ","NARODNI 13","PRAHA 1","112 65",,,,,,,,,,
60659,"IST-1999-20188","EUTIST-IMV","participant",,"SUERI ALFREDO SPA",,,,,"IT","VIA CARPI-RAVARINO 115","LIMIDI DI SOLIERA (MODENA)",41019,,,,,,,,,,
60659,"IST-1999-20188","EUTIST-IMV","participant",,"INSTITUTO ESPANOL DEL CALZADO Y CONEXAS- INESCOP",,,,,"ES","POLIGONO INDUSTRIAL CAMPO ALTO","ELDA",3600,,,,,,,,,,
60659,"IST-1999-20188","EUTIST-IMV","participant",,"CONSORZIO PISA RICERCHE SCARL",,,,,"IT","PIAZZA ALESSANDRO D'ANCONA 1","PISA",56127,,,,,,,,,,
60659,"IST-1999-20188","EUTIST-IMV","participant",,"TECHNISCHE UNIVERSITAET ILMENAU",,,,,"DE","MAX-PLANCK-RING 14","ILMENAU",98683,,,,,,,,,,
60659,"IST-1999-20188","EUTIST-IMV","participant",,"PARSYTEC COMPUTER GMBH",,,,,"DE","AUF DER HUELS 183","AACHEN",52068,,,,,,,,,,
60659,"IST-1999-20188","EUTIST-IMV","participant",,"MAN NUTZFAHRZEUGE AKTIENGESELLSCHAFT",,,,,"DE","DACHAUERSTRASSE 667","MUENCHEN",80995,,,,,,,,,,
60659,"IST-1999-20188","EUTIST-IMV","participant",,"VALTION TEKNILLINEN TUTKIMUSKESKUS (VTT)",,,,,"FI","VUORIMIEHENTIE 5","ESPOO",2044,,,,,,,,,,
60659,"IST-1999-20188","EUTIST-IMV","participant",,"TECHNISCHE UNIVERSITEIT DELFT",,,,,"NL","JULIANALAAN 134","DELFT","2628 BL",,,,,,,,,,
60659,"IST-1999-20188","EUTIST-IMV","participant",,"FRAUNHOFER GESELLSCHAFT ZUR FOERDERUNG DER ANGEWANDTEN FORSCHUNG E.V.",,,,,"DE","HANSASTRASSE 27C","MUENCHEN",80686,,,,,,,,,,
60659,"IST-1999-20188","EUTIST-IMV","participant",,"CZECH TECHNICAL UNIVERSITY IN PRAGUE",,,,,"CZ","ZIKOVA 4","PRAHA 6","166 36",,,,,,,,,,
60659,"IST-1999-20188","EUTIST-IMV","participant",,"UNIVERSITA DEGLI STUDI DI PARMA",,,,,"IT","VIA UNIVERSITA 12","PARMA",43100,,,,,,,,,,
60659,"IST-1999-20188","EUTIST-IMV","participant",,"CENTRE INTERNACIONAL DE METODES NUMERICS A L'ENGINYERIA",,,,,"ES","CL GRAN CAPITAN - ED C 1 CAMPUS NORTE UPC"," S/N","BARCELONA",8034,,,,,,,,,
60659,"IST-1999-20188","EUTIST-IMV","participant",,"MERZ SPOL. S R.O.",,,,,"CZ","U SIROTCINCE 353/7","LIBEREC","460 01",,,,,,,,,,
60659,"IST-1999-20188","EUTIST-IMV","participant",,"AICON 3D SYSTEMS GMBH",,,,,"DE","BIBERWEG 30 C","BRAUNSCHWEIG",38114,,,,,,,,,,
60659,"IST-1999-20188","EUTIST-IMV","participant",,"TECHNISCHE UNIVERSITAET BRAUNSCHWEIG - INSTITUT FUER WERKZEUGMACHINEN",,,,,"DE","LANGER KAMP 19 B","BRAUNSCHWEIG",38106,,,,,,,,,,
60659,"IST-1999-20188","EUTIST-IMV","participant",,"JOSEF SCHIMMEL GMBH & CO.",,,,,"DE","PANORAMASTRASSE 15-17","NORDHEIM",74224,,,,,,,,,,
60659,"IST-1999-20188","EUTIST-IMV","participant",,"SETEX SCHERMULY TEXTILE COMPUTER GMBH",,,,,"DE","HAUPTSTRASSE 25","MENGERSKIRCHEN",35794,,,,,,,,,,
60659,"IST-1999-20188","EUTIST-IMV","participant",,"THOREY GERA TEXTILVEREDELUNG GMBH",,,,,"DE","LANGE STRASSE 71","GERA",7551,,,,,,,,,,
60659,"IST-1999-20188","EUTIST-IMV","participant",,"INFOADEX",,,,,"ES","PLAZA DE LA CASTELLANA 91 PLANTA 12","MADRID",28046,,,,,,,,,,
60659,"IST-1999-20188","EUTIST-IMV","participant",,"CCD PHOTONICS LTD (CCD-FOTONIIKKA OY)",,,,,"FI","TAPIONTIE 20","ESPOO",2720,,,,,,,,,,
60659,"IST-1999-20188","EUTIST-IMV","participant",,"GLASSROBOTS OY",,,,,"FI","HEPOLAMMINKATU 32","TAMPERE",33721,,,,,,,,,,
60659,"IST-1999-20188","EUTIST-IMV","participant",,"UNITED SAWMILLS LTD. KAUKAS SAWMILL",,,,,"FI",,"LAPPEENRANTA",53200,,,,,,,,,,
60659,"IST-1999-20188","EUTIST-IMV","participant",,"C.G.S. DI COLUCCIA MICHELE & C. S.A.S.",,,,,"IT","VIA GARIBALDI 26","PISA",56124,,,,,,,,,,
60659,"IST-1999-20188","EUTIST-IMV","participant",,"IN3D INSTRUMENTS FOR 3D VISION",,,,,"NL","LORENTZWEG 1","DELFT","2628 CJ",,,,,,,,,,
60659,"IST-1999-20188","EUTIST-IMV","participant",,"JAMES CALLANDER & SON LIMITED",,,,,"UK","ABBOTSHAUG SAWMILL","BAINSFORD"," FALKIRK","FX2 7XU",,,,,,,,,
60659,"IST-1999-20188","EUTIST-IMV","participant",,"IVISION INDUSTRIAL INSPECTION SYSTEMS GMBH",,,,,"DE","JUELICHER STRASSE 336 B","AACHEN",52070,,,,,,,,,,
60659,"IST-1999-20188","EUTIST-IMV","participant",,"SUCHY TEXTILMASCHINENBAU",,,,,"DE","HEIDELBERGSTRASSE 13","KORBUSSEN",7554,,,,,,,,,,
60659,"IST-1999-20188","EUTIST-IMV","participant",,"ANALISI TECNOLOGICA INNOVADORA PER A PROCESSOS INDUSTRIALS COMPETITIUS SL",,,,,"ES","CENTRE D'EMPRESES DE NOVES TECNOLOGIES"," PARCTECNOLOGIC DEL","CERDANYOLA DEL VALLES",8290,,,,,,,,,
